Filename,Prediction,Confidence
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\208\208-1-1.jpg,plax,0.989
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\214\214-1-3.jpg,plax,0.989
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\228\228-2-2.jpg,psax-ap,0.989
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\277\277-2-2.jpg,psax-ap,0.989
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\295\295-2-3.jpg,psax-ap,0.989
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\303\303-2-2.jpg,psax-ap,0.989
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\330\330-1-1.jpg,plax,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\384\384-3-3.jpg,a4c,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\385\385-1-2.jpg,plax,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\403\403-3-2.jpg,a5c,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\410\410-4-3.jpg,psax-av,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\437\437-3-3.jpg,a5c,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\469\469-3-3.jpg,a5c,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\557\557-4-1.jpg,a5c,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\578\578-2-1.jpg,psax-ap,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\592\592-2-1.jpg,psax-ap,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\614\614-2-2.jpg,psax-ap,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\616\616-2-3.jpg,psax-ap,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\618\618-1-2.jpg,plax,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\620\620-1-2.jpg,plax,0.989
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\643\643-2-2.jpg,psax-ap,0.989
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\106\106-1-1.jpg,plax,0.989
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\109\109-1-1.jpg,plax,0.989
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\97\97-1-1.jpg,plax,0.989
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\98\98-1-1.jpg,plax,0.989
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\25\25-1-3.jpg,plax,0.989
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\38\38-4-3.jpg,a5c,0.989
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\42\42-2-1.jpg,psax-ap,0.989
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\6\6-1-2.jpg,plax,0.989
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\116\116-1-2.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\117\117-2-2.jpg,psax-ap,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\133\133-1-2.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\134\134-2-1.jpg,psax-ap,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\171\171-1-2.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\189\189-1-1.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\192\192-1-3.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\204\204-2-2.jpg,psax-ap,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\204\204-2-3.jpg,psax-ap,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\222\222-1-2.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\237\237-1-1.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\278\278-3-3.jpg,a4c,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\289\289-2-2.jpg,psax-ap,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\331\331-2-3.jpg,psax-ap,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\353-362秀娟\355\355-2-3.jpg,a5c,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\445\445-1-2.jpg,plax,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\452\452-3-2.jpg,a5c,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\476\476-4-1.jpg,psax-ap,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\503\503-2-2.jpg,psax-ap,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\516\516-3-2.jpg,a5c,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\527\527-1-1.jpg,plax,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\528\528-3-1.jpg,psax-av,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\605\605-3-1.jpg,a5c,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\612\612-1-1.jpg,plax,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\613-622郁媛\616\616-2-1.jpg,psax-ap,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\628\628-1-3.jpg,plax,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\629\629-4-3.jpg,a5c,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\635\635-1-2.jpg,plax,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\637\637-4-2.jpg,a5c,0.988
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\647\647-3-3.jpg,a5c,0.988
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\104\104-1-1.jpg,plax,0.988
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\50\50-2-3.jpg,psax-ap,0.988
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\55\55-1-2.jpg,plax,0.988
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\63\63-1-3.jpg,plax,0.988
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-1-2.jpg,plax,0.988
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\96\96-1-3.jpg,plax,0.988
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\96\96-2-3.jpg,psax-ap,0.988
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\4\4-1-2.jpg,plax,0.988
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\42\42-2-2.jpg,psax-ap,0.988
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\6\6-1-1.jpg,plax,0.988
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\9\9-1-2.jpg,plax,0.988
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\113\113-2-3.jpg,psax-ap,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\116\116-1-3.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\134\134-1-2.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\146\146-3-2.jpg,a4c,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\148\148-1-3.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\154\154-1-1.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\169\169-1-3.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\190\190-1-2.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\206\206-2-2.jpg,psax-ap,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\218\218-3-3.jpg,a4c,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\220\220-3-1.jpg,a5c,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\247\247-1-1.jpg,psax-av,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\249\249-2-1.jpg,psax-ap,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\281\281-1-2.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\289\289-2-3.jpg,psax-ap,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\292\292-2-3.jpg,psax-ap,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\293\293-1-3.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\303\303-2-1.jpg,psax-ap,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\303\303-3-3.jpg,a4c,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\312\312-1-2.jpg,plax,0.987
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\367\367-1-1.jpg,plax,0.987
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\447\447-4-1.jpg,psax-ap,0.987
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\447\447-4-2.jpg,psax-ap,0.987
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\449\449-2-2.jpg,psax-ap,0.987
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\462\462-2-2.jpg,psax-ap,0.987
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\467\467-2-2.jpg,psax-ap,0.987
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\515\515-3-3.jpg,a4c,0.987
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\104\104-4-2.jpg,psax-av,0.987
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\109\109-2-2.jpg,psax-ap,0.987
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\111\111-1-1.jpg,plax,0.987
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\111\111-1-3.jpg,plax,0.987
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\50\50-2-1.jpg,psax-ap,0.987
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\82\82-1-2.jpg,plax,0.987
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\16\16-3-2.jpg,a4c,0.987
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\40\40-3-1.jpg,a5c,0.987
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\6\6-1-3.jpg,plax,0.987
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\131\131-4-2.jpg,a5c,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\134\134-1-1.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\145\145-1-3.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\161\161-1-1.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\171\171-1-1.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\180\180-1-2.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\206\206-1-3.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\221\221-2-1.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\222\222-2-3.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\226\226-3-1.jpg,a4c,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\228\228-2-1.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\234\234-1-1.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\240\240-2-2.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\260\260-3-3.jpg,psax-av,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\261\261-3-1.jpg,a4c,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\276\276-2-2.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\282\282-2-3.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\287\287-1-2.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\299\299-2-1.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\303\303-2-3.jpg,psax-ap,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\303\303-3-2.jpg,a4c,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\312\312-1-3.jpg,plax,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\321\321-3-2.jpg,a5c,0.986
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\330\330-1-2.jpg,plax,0.986
